user_id,product_id,event,timestamp,persona,category,sub_category,price,seller_id
user_6,761f5418-5d94-4ca9-93c1-f17e90b398cf,view,2026-06-29 10:50:57.049777,window,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_6,761f5418-5d94-4ca9-93c1-f17e90b398cf,add_to_cart,2026-06-29 10:54:57.049777,window,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_6,42eb182b-bdf9-439a-917a-06fafca9efb2,view,2026-06-29 10:56:57.049777,window,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_6,74da5bbe-6e63-4ae1-be18-d4efbc79488d,view,2026-06-29 10:59:57.049777,window,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_7,d26c8253-31b6-468a-ab7e-aad8bd077e2e,view,2026-06-09 10:50:57.049777,impulse,accessories,Bags,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_7,d26c8253-31b6-468a-ab7e-aad8bd077e2e,add_to_cart,2026-06-09 10:55:57.049777,impulse,accessories,Bags,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_7,f792d2d2-9c5d-4687-8b05-8802956ced32,view,2026-06-09 10:57:57.049777,impulse,accessories,Smart Watches,45.0,47258ca1-4208-4328-8470-ba08438c871c
user_7,f792d2d2-9c5d-4687-8b05-8802956ced32,add_to_cart,2026-06-09 11:00:57.049777,impulse,accessories,Smart Watches,45.0,47258ca1-4208-4328-8470-ba08438c871c
user_7,f792d2d2-9c5d-4687-8b05-8802956ced32,purchase,2026-06-09 11:02:57.049777,impulse,accessories,Smart Watches,45.0,47258ca1-4208-4328-8470-ba08438c871c
user_7,4a96977b-5369-44a7-995a-5c33f4e084b3,view,2026-06-09 11:09:57.049777,impulse,accessories,Sunglasses,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_7,ad0495bb-f411-4949-ae06-5490a43c55d3,view,2026-06-09 11:12:57.049777,impulse,accessories,Wallets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_7,ad0495bb-f411-4949-ae06-5490a43c55d3,add_to_cart,2026-06-09 11:13:57.049777,impulse,accessories,Wallets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,cbc90899-c728-4a9f-afd3-b56ec6f3737e,view,2026-06-29 10:50:57.049777,impulse,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,cbc90899-c728-4a9f-afd3-b56ec6f3737e,add_to_cart,2026-06-29 10:52:57.049777,impulse,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,cbc90899-c728-4a9f-afd3-b56ec6f3737e,purchase,2026-06-29 10:55:57.049777,impulse,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,a7048069-2efd-40e6-9004-635617c27026,view,2026-06-29 10:59:57.049777,impulse,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,a7048069-2efd-40e6-9004-635617c27026,add_to_cart,2026-06-29 11:01:57.049777,impulse,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,a7048069-2efd-40e6-9004-635617c27026,purchase,2026-06-29 11:04:57.049777,impulse,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,view,2026-06-29 11:10:57.049777,impulse,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,add_to_cart,2026-06-29 11:14:57.049777,impulse,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_8,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,purchase,2026-06-29 11:17:57.049777,impulse,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_9,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-06-18 10:50:57.049777,budget,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_9,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-06-18 10:54:57.049777,budget,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_9,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-06-18 10:56:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_9,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,add_to_cart,2026-06-18 11:00:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_9,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,purchase,2026-06-18 11:01:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_10,657fcfda-ba18-4c98-b8bd-97ed27f4ec97,view,2026-06-08 10:50:57.049777,premium,sportswear,T-Shirts,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_10,f10b0320-457e-4b5c-bf87-909efe4aa677,view,2026-06-08 10:52:57.049777,premium,sportswear,Leggings,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_10,0d1f2e11-42e4-469a-889a-8946dcd0549e,view,2026-06-08 10:53:57.049777,premium,sportswear,Jackets,59.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_11,53ed672b-4a32-4352-bc5f-6bbbeb140eca,view,2026-06-21 10:50:57.049777,window,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_11,08355e14-43d5-4613-aa52-e8766ac7e7bf,view,2026-06-21 10:55:57.049777,window,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_11,e9d3ca13-8fb6-47ed-830c-c281811c9afc,view,2026-06-21 10:59:57.049777,window,kids,Bottoms,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_12,61b367fb-f624-4c7d-b583-ea004a62f2c4,view,2026-06-08 10:50:57.049777,impulse,jewelry,Necklaces,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_12,61b367fb-f624-4c7d-b583-ea004a62f2c4,add_to_cart,2026-06-08 10:53:57.049777,impulse,jewelry,Necklaces,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_12,8c3bf190-31c3-447c-9ee5-fa601a743eca,view,2026-06-08 10:54:57.049777,impulse,jewelry,Bracelets,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_12,8c3bf190-31c3-447c-9ee5-fa601a743eca,add_to_cart,2026-06-08 10:59:57.049777,impulse,jewelry,Bracelets,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_12,597472af-ec44-41b8-9946-73241ee36eba,view,2026-06-08 11:01:57.049777,impulse,jewelry,Earrings,24.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_13,61b367fb-f624-4c7d-b583-ea004a62f2c4,view,2026-06-13 10:50:57.049777,premium,jewelry,Necklaces,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_13,8c3bf190-31c3-447c-9ee5-fa601a743eca,view,2026-06-13 10:55:57.049777,premium,jewelry,Bracelets,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_13,8c3bf190-31c3-447c-9ee5-fa601a743eca,add_to_cart,2026-06-13 11:00:57.049777,premium,jewelry,Bracelets,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_13,597472af-ec44-41b8-9946-73241ee36eba,view,2026-06-13 11:03:57.049777,premium,jewelry,Earrings,24.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_14,53ed672b-4a32-4352-bc5f-6bbbeb140eca,view,2026-06-22 10:50:57.049777,impulse,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_14,53ed672b-4a32-4352-bc5f-6bbbeb140eca,add_to_cart,2026-06-22 10:51:57.049777,impulse,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_14,53ed672b-4a32-4352-bc5f-6bbbeb140eca,purchase,2026-06-22 10:54:57.049777,impulse,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_14,08355e14-43d5-4613-aa52-e8766ac7e7bf,view,2026-06-22 10:59:57.049777,impulse,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_14,08355e14-43d5-4613-aa52-e8766ac7e7bf,add_to_cart,2026-06-22 11:00:57.049777,impulse,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_14,e9d3ca13-8fb6-47ed-830c-c281811c9afc,view,2026-06-22 11:03:57.049777,impulse,kids,Bottoms,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_15,61b367fb-f624-4c7d-b583-ea004a62f2c4,view,2026-06-22 10:50:57.049777,window,jewelry,Necklaces,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_15,8c3bf190-31c3-447c-9ee5-fa601a743eca,view,2026-06-22 10:52:57.049777,window,jewelry,Bracelets,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_15,8c3bf190-31c3-447c-9ee5-fa601a743eca,add_to_cart,2026-06-22 10:53:57.049777,window,jewelry,Bracelets,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_15,597472af-ec44-41b8-9946-73241ee36eba,view,2026-06-22 10:54:57.049777,window,jewelry,Earrings,24.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_16,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-07-05 10:50:57.049777,window,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_16,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-07-05 10:51:57.049777,window,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_16,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-07-05 10:54:57.049777,window,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_17,761f5418-5d94-4ca9-93c1-f17e90b398cf,view,2026-07-03 10:50:57.049777,window,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_17,42eb182b-bdf9-439a-917a-06fafca9efb2,view,2026-07-03 10:53:57.049777,window,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_17,74da5bbe-6e63-4ae1-be18-d4efbc79488d,view,2026-07-03 10:54:57.049777,window,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_18,a7048069-2efd-40e6-9004-635617c27026,view,2026-06-22 10:50:57.049777,premium,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_18,a7048069-2efd-40e6-9004-635617c27026,add_to_cart,2026-06-22 10:54:57.049777,premium,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_18,a7048069-2efd-40e6-9004-635617c27026,purchase,2026-06-22 10:55:57.049777,premium,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_18,cbc90899-c728-4a9f-afd3-b56ec6f3737e,view,2026-06-22 11:00:57.049777,premium,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_18,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,view,2026-06-22 11:02:57.049777,premium,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_19,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-06-14 10:50:57.049777,budget,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_19,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-06-14 10:54:57.049777,budget,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_19,932e1b64-719d-4bf5-b7a7-03e7c575ed53,add_to_cart,2026-06-14 10:57:57.049777,budget,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_19,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-06-14 10:59:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_19,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,add_to_cart,2026-06-14 11:00:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_20,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-06-15 10:50:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_20,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,add_to_cart,2026-06-15 10:53:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_20,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-06-15 10:54:57.049777,budget,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_20,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-06-15 10:56:57.049777,budget,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_21,4a96977b-5369-44a7-995a-5c33f4e084b3,view,2026-06-30 10:50:57.049777,window,accessories,Sunglasses,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_21,f792d2d2-9c5d-4687-8b05-8802956ced32,view,2026-06-30 10:53:57.049777,window,accessories,Smart Watches,45.0,47258ca1-4208-4328-8470-ba08438c871c
user_21,ad0495bb-f411-4949-ae06-5490a43c55d3,view,2026-06-30 10:56:57.049777,window,accessories,Wallets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_22,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-06-20 10:50:57.049777,window,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_22,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-06-20 10:51:57.049777,window,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_22,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,add_to_cart,2026-06-20 10:54:57.049777,window,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_22,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-06-20 10:57:57.049777,window,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_23,74da5bbe-6e63-4ae1-be18-d4efbc79488d,view,2026-06-15 10:50:57.049777,window,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_23,42eb182b-bdf9-439a-917a-06fafca9efb2,view,2026-06-15 10:53:57.049777,window,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_23,42eb182b-bdf9-439a-917a-06fafca9efb2,add_to_cart,2026-06-15 10:54:57.049777,window,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_23,761f5418-5d94-4ca9-93c1-f17e90b398cf,view,2026-06-15 10:56:57.049777,window,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,cbc90899-c728-4a9f-afd3-b56ec6f3737e,view,2026-06-30 10:50:57.049777,impulse,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,cbc90899-c728-4a9f-afd3-b56ec6f3737e,add_to_cart,2026-06-30 10:54:57.049777,impulse,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,cbc90899-c728-4a9f-afd3-b56ec6f3737e,purchase,2026-06-30 10:56:57.049777,impulse,footwear,Boots,129.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,view,2026-06-30 10:58:57.049777,impulse,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,add_to_cart,2026-06-30 11:03:57.049777,impulse,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,21ed0c5f-75c2-4b40-85f1-feee69e7f96a,purchase,2026-06-30 11:05:57.049777,impulse,footwear,Running,99.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,a7048069-2efd-40e6-9004-635617c27026,view,2026-06-30 11:14:57.049777,impulse,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,a7048069-2efd-40e6-9004-635617c27026,add_to_cart,2026-06-30 11:15:57.049777,impulse,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_24,a7048069-2efd-40e6-9004-635617c27026,purchase,2026-06-30 11:17:57.049777,impulse,footwear,Sneakers,79.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_25,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-06-17 10:50:57.049777,premium,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_25,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,add_to_cart,2026-06-17 10:52:57.049777,premium,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_25,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,purchase,2026-06-17 10:53:57.049777,premium,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_25,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-06-17 10:55:57.049777,premium,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_25,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-06-17 10:56:57.049777,premium,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_25,932e1b64-719d-4bf5-b7a7-03e7c575ed53,add_to_cart,2026-06-17 10:59:57.049777,premium,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,42eb182b-bdf9-439a-917a-06fafca9efb2,view,2026-06-11 10:50:57.049777,impulse,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,42eb182b-bdf9-439a-917a-06fafca9efb2,add_to_cart,2026-06-11 10:53:57.049777,impulse,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,42eb182b-bdf9-439a-917a-06fafca9efb2,purchase,2026-06-11 10:54:57.049777,impulse,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,74da5bbe-6e63-4ae1-be18-d4efbc79488d,view,2026-06-11 10:57:57.049777,impulse,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,74da5bbe-6e63-4ae1-be18-d4efbc79488d,add_to_cart,2026-06-11 10:58:57.049777,impulse,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,74da5bbe-6e63-4ae1-be18-d4efbc79488d,purchase,2026-06-11 11:00:57.049777,impulse,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,761f5418-5d94-4ca9-93c1-f17e90b398cf,view,2026-06-11 11:07:57.049777,impulse,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,761f5418-5d94-4ca9-93c1-f17e90b398cf,add_to_cart,2026-06-11 11:09:57.049777,impulse,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_26,761f5418-5d94-4ca9-93c1-f17e90b398cf,purchase,2026-06-11 11:12:57.049777,impulse,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_27,74da5bbe-6e63-4ae1-be18-d4efbc79488d,view,2026-06-13 10:50:57.049777,premium,beauty,Skincare,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_27,42eb182b-bdf9-439a-917a-06fafca9efb2,view,2026-06-13 10:54:57.049777,premium,beauty,Makeup,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_27,761f5418-5d94-4ca9-93c1-f17e90b398cf,view,2026-06-13 10:58:57.049777,premium,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_27,761f5418-5d94-4ca9-93c1-f17e90b398cf,add_to_cart,2026-06-13 10:59:57.049777,premium,beauty,Skincare,27.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_28,5b2ca3bf-a355-4636-85a2-a4b0c86aa48a,view,2026-06-18 10:50:57.049777,budget,men,Shirts,34.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_28,b60baa03-15b3-4e6c-a5c6-8ae32afc9854,view,2026-06-18 10:51:57.049777,budget,men,Pants,49.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_28,932e1b64-719d-4bf5-b7a7-03e7c575ed53,view,2026-06-18 10:54:57.049777,budget,men,Hoodies,44.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_29,08355e14-43d5-4613-aa52-e8766ac7e7bf,view,2026-07-06 10:50:57.049777,window,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_29,e9d3ca13-8fb6-47ed-830c-c281811c9afc,view,2026-07-06 10:55:57.049777,window,kids,Bottoms,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_29,53ed672b-4a32-4352-bc5f-6bbbeb140eca,view,2026-07-06 10:59:57.049777,window,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,08355e14-43d5-4613-aa52-e8766ac7e7bf,view,2026-06-07 10:50:57.049777,premium,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,08355e14-43d5-4613-aa52-e8766ac7e7bf,add_to_cart,2026-06-07 10:55:57.049777,premium,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,08355e14-43d5-4613-aa52-e8766ac7e7bf,purchase,2026-06-07 10:56:57.049777,premium,kids,T-Shirts,19.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,e9d3ca13-8fb6-47ed-830c-c281811c9afc,view,2026-06-07 11:04:57.049777,premium,kids,Bottoms,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,e9d3ca13-8fb6-47ed-830c-c281811c9afc,add_to_cart,2026-06-07 11:09:57.049777,premium,kids,Bottoms,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,e9d3ca13-8fb6-47ed-830c-c281811c9afc,purchase,2026-06-07 11:12:57.049777,premium,kids,Bottoms,29.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,53ed672b-4a32-4352-bc5f-6bbbeb140eca,view,2026-06-07 11:21:57.049777,premium,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,53ed672b-4a32-4352-bc5f-6bbbeb140eca,add_to_cart,2026-06-07 11:22:57.049777,premium,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
user_30,53ed672b-4a32-4352-bc5f-6bbbeb140eca,purchase,2026-06-07 11:23:57.049777,premium,kids,Jackets,39.99,4f8ed8da-0474-423d-8a51-0b93b8a0b0da
